host_response_rate,host_acceptance_rate,host_listings_count,city,state,zipcode,latitude,longitude,accommodates,bedrooms,bathrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews
60%,75%,1,Washington,DC,20002,38.90649601,-77.00943129,3,1,2,1,$150.00,,,1,2000,1
100%,100%,1,Washington,DC,20001,38.90654522,-77.01058379,5,2,1,3,$175.00,$175.00,$55.00,2,1125,2
100%,100%,1,Washington,DC,20001,38.90305069,-77.01624454,2,1,1,1,$120.00,$150.00,,4,1125,1
100%,100%,1,Washington,DC,20005,38.90499381,-77.03029565,3,1,1,1,$155.00,$150.00,$50.00,2,1125,1
87%,70%,190,Washington,DC,20001,38.89349646,-77.01957711,5,2,2,2,$629.00,,$100.00,3,1125,0
92%,76%,206,Washington,DC,20001,38.89433389,-77.01918022,5,2,2,3,$311.00,,$100.00,3,1125,3
87%,70%,190,Washington,DC,20005,38.90545805,-77.03325417,3,1,1,1,$571.00,,$100.00,3,1125,0
90%,72%,2,Washington,DC,20001,38.89970635,-77.01619337,6,2,2,2,$339.00,,$95.00,3,730,47
83%,65%,5,Washington,DC,20001,38.89916444,-77.01689649,4,1,1,2,$210.00,,$50.00,1,60,28
58%,51%,480,Washington,DC,20001,38.89381908,-77.02074143,4,2,2,2,$299.00,,,4,365,2
100%,100%,2,Washington,DC,20001,38.899211,-77.01779574,2,1,1,1,$170.00,$200.00,,1,10,18
100%,91%,3,Washington,DC,20004,38.89403849,-77.02320012,1,1,1,1,$135.00,$100.00,$75.00,1,1125,0
100%,100%,6,Washington,DC,20001,38.90429662,-77.01587347,4,2,1,2,$245.00,$200.00,$100.00,1,1125,3
58%,51%,480,Washington,DC,20001,38.89988173,-77.0164959,3,1,1,1,$249.00,,$150.00,3,730,1
92%,94%,3,Washington,DC,20001,38.90191644,-77.01002164,2,1,1,1,$99.00,$100.00,$10.00,1,30,5
100%,75%,3,Washington,DC,20001,38.8954655,-77.0111079,4,0,1,1,$149.00,"$1,000.00",$75.00,3,31,0
100%,100%,2,Washington,DC,20005,38.90530313,-77.02832444,1,1,1,1,$99.00,,,3,1125,8
100%,100%,6,Washington,DC,20001,38.90272241,-77.01817221,6,2,2,2,$295.00,$200.00,$100.00,1,1125,50
100%,100%,2,Washington,DC,20001,38.90063996,-77.01592763,6,2,2,2,$400.00,$500.00,,1,1125,0
100%,100%,1,Washington,DC,20001,38.90476626,-77.02493004,1,1,1,1,$65.00,,,1,1125,0
100%,100%,2,Washington,DC,20001,38.90473296,-77.01638019,1,1,1,1,$99.00,$200.00,$45.00,4,365,54
100%,100%,2,Washington,DC,20001,38.90551155,-77.0152664,8,2,1,4,$179.00,$100.00,$40.00,1,1125,35
93%,100%,1,Washington,DC,20001,38.89751803,-77.02324734,4,1,1,1,$150.00,,$40.00,1,1125,53
100%,38%,1,Washington,DC,20001,38.9050837,-77.02066763,4,1,1,1,$140.00,,$20.00,2,1125,4
80%,100%,6,Washington,DC,20001,38.90142876,-77.0159588,3,1,1,1,$179.00,,$50.00,2,1125,1
100%,94%,2,Washington,DC,20001,38.90463193,-77.01846219,2,1,1,2,$135.00,$150.00,$75.00,2,90,4
N/A,N/A,1,Washington,DC,20001,38.90257958,-77.01319349,3,1,1,2,$250.00,,$60.00,4,7,0
100%,100%,1,Washington,DC,20001,38.90583953,-77.01062106,2,1,1.5,1,$95.00,,,1,28,44
100%,100%,3,Washington,DC,20037,38.90691943,-77.04754715,6,2,1,2,$170.00,$500.00,$75.00,2,1125,2
58%,51%,480,Washington,DC,20005,38.89922299,-77.03267812,5,2,2,2,$299.00,,,4,365,5
N/A,N/A,1,Washington,DC,20005,38.90021022,-77.03256528,2,1,1,1,$150.00,$500.00,$300.00,7,14,1
83%,65%,5,Washington,DC,20001,38.90287484,-77.01682891,4,1,1.5,1,$250.00,$250.00,$65.00,1,1125,12
100%,0%,1,Washington,DC,20001,38.90433124,-77.01779709,2,0,1,1,$105.00,$150.00,,1,1125,11
100%,89%,1,Washington,DC,20001,38.90541662,-77.02662326,3,1,1,1,$120.00,,,1,1125,3
87%,70%,190,Washington,DC,20005,38.90478063,-77.03358794,3,1,1,1,$399.00,,$100.00,3,1125,0
87%,70%,190,Washington,DC,20001,38.89346861,-77.02081027,5,2,2,2,$629.00,,$100.00,3,1125,0
87%,70%,190,Washington,DC,20001,38.89419402,-77.02069938,3,1,1,1,$569.00,,$100.00,3,1125,0
80%,75%,1,Washington,DC,20001,38.90340595,-77.02031797,2,1,1,1,$70.00,,,1,1125,9
100%,100%,1,Washington,DC,20001,38.89717768,-77.01112144,2,0,1,1,$110.00,$150.00,$35.00,2,14,6
92%,76%,206,Washington,DC,20001,38.8929214,-77.01889761,3,1,1,2,$259.00,,$100.00,3,1125,4
100%,0%,1,Washington,DC,20001,38.90515193,-77.01778631,2,1,1.5,1,$99.00,,$20.00,3,1125,12
100%,100%,4,Washington,DC,20001,38.90499946,-77.01268763,8,3,1.5,3,$289.00,$250.00,$99.00,1,1125,14
100%,100%,3,Washington,DC,20005,38.90361975,-77.02968543,4,1,1,2,$124.00,$95.00,$100.00,4,1125,3
58%,51%,480,Washington,DC,20037,38.90741381,-77.05188508,2,1,1,1,$259.00,,,4,730,1
97%,57%,4,Washington,DC,20037,38.90110848,-77.05255721,2,0,1,1,$80.00,,$50.00,1,1125,0
90%,71%,1,Washington,DC,20037,38.90383967,-77.05307215,2,0,1,1,$96.00,,,3,1125,12
99%,96%,32,Washington,DC,20037,38.90724544,-77.04897481,4,2,1,2,$189.00,$200.00,$65.00,2,365,47
58%,51%,480,Washington,DC,20037,38.89978199,-77.05180977,3,1,1,1,$289.00,,,4,1125,0
58%,51%,480,Washington,DC,20052,38.90141298,-77.04857785,3,1,1,1,$299.00,,,4,365,0
100%,100%,3,Washington,DC,20037,38.90658124,-77.04913812,6,2,1,2,$170.00,$500.00,$75.00,2,1125,9
100%,100%,1,Washington,DC,20037,38.90351662,-77.05519944,2,1,1,1,$130.00,,$5.00,2,1125,0
100%,100%,1,Washington,DC,20037,38.90254049,-77.05236979,4,1,1,1,$149.00,,,4,1125,2
92%,76%,206,Washington,DC,20037,38.90178638,-77.0489699,3,1,1,2,$259.00,,$100.00,3,1125,0
70%,69%,1,Washington,DC,20037,38.9067423,-77.04842358,6,2,2,3,$349.00,$300.00,,2,1125,19
89%,97%,6,Washington,DC,20037,38.90172184,-77.05128849,2,1,1,1,$78.00,,$25.00,1,1125,8
75%,75%,2,Washington,DC,20006,38.89585647,-77.04459467,2,0,1,1,$125.00,,$10.00,1,1125,1
100%,100%,3,Washington,DC,20037,38.9068572,-77.05213355,2,1,1,1,$95.00,$100.00,$40.00,1,1125,7
100%,100%,2,Washington,DC,20037,38.90389274,-77.05267732,2,0,1,1,$130.00,,$60.00,2,180,19
84%,92%,3,Washington,DC,20037,38.90058354,-77.05271365,2,1,1,1,$72.00,,$5.00,2,1125,22
90%,100%,2,Washington,DC,20037,38.90401451,-77.05557714,4,1,1,2,$175.00,$250.00,$65.00,14,365,3
92%,76%,206,Washington,DC,20037,38.90045279,-77.04914927,3,1,1,2,$246.00,,$100.00,3,1125,1
89%,100%,1,Washington,DC,20006,38.89648156,-77.04808553,3,0,1,1,$140.00,,,1,1125,8
100%,70%,1,Washington,DC,20036,38.90642253,-77.04712887,2,0,1,2,$65.00,,$30.00,1,1125,2
100%,100%,1,"Washington, D.C.",DC,20006,38.89805663,-77.04081866,2,0,1,1,$125.00,$200.00,,2,1125,42
100%,100%,1,Washington,DC,20037,38.9025708,-77.05464998,4,1,1,1,$85.00,$225.00,$17.00,1,1125,2
58%,51%,480,Washington,DC,20037,38.90023324,-77.04829885,3,1,1,1,$309.00,,,3,730,3
87%,70%,190,Washington,DC,20037,38.90563535,-77.05278282,3,1,1,1,$569.00,,$100.00,3,1125,0
100%,100%,1,Washington,DC,20037,38.90243179,-77.05444206,4,0,1,2,$150.00,"$2,500.00",$50.00,2,1125,1
58%,51%,480,Washington,DC,20037,38.90740381,-77.05307241,4,2,,2,$279.00,,,4,1125,5
100%,98%,3,Washington,DC,20037,38.90111652,-77.05221438,4,1,1,2,$154.00,,,2,365,35
100%,98%,3,Washington,DC,20037,38.90106388,-77.05185206,4,1,1,2,$165.00,,,2,1125,17
99%,96%,32,Washington,DC,20037,38.90713731,-77.04871543,3,1,1,2,$149.00,$100.00,$45.00,3,93,25
99%,88%,16,Washington,DC,20007,38.90211764,-77.05740779,2,0,1,1,$104.00,,,1,1125,2
100%,100%,1,Washington,DC,20007,38.90874579,-77.05166624,1,1,1,1,$125.00,,,2,5,5
92%,76%,206,Washington,DC,20037,38.90751362,-77.05369142,3,1,1,2,$259.00,,$100.00,3,1125,0
100%,100%,1,Washington,DC,20036,38.90666852,-77.0470777,3,1,1,1,$155.00,$100.00,$49.00,1,1125,0
58%,51%,480,Washington,DC,20052,38.89974484,-77.05081361,2,1,1,1,$259.00,,$100.00,4,730,2
32%,80%,8,Washington,DC,20052,38.90154824,-77.04998681,3,1,1,1,$189.00,$150.00,,6,30,30
90%,70%,1,Washington,DC,20037,38.90024514,-77.05585344,4,1,1,1,$110.00,,,1,1125,12
89%,97%,6,Washington,DC,20006,38.90120759,-77.05295579,1,1,1,1,$58.00,,$15.00,1,1125,14
100%,0%,1,Washington,DC,20037,38.90109652,-77.05087726,2,1,1,1,$68.00,,$38.00,4,365,7
58%,51%,480,Washington,DC,20037,38.90182632,-77.04833249,4,2,2,2,$309.00,,,4,365,5
100%,79%,4,Washington,DC,20037,38.90170279,-77.051254,2,1,1.5,1,$160.00,$600.00,$120.00,5,1000,1
70%,100%,1,Washington,DC,20037,38.89794452,-77.05208583,2,1,1,2,$80.00,$300.00,,1,1125,0
87%,70%,190,Washington,DC,20037,38.90633402,-77.05018666,3,1,1,1,$569.00,,$100.00,3,1125,0
97%,57%,4,Washington,DC,20037,38.90349124,-77.05448125,4,1,1,1,$103.00,,$50.00,1,1125,0
87%,70%,190,Washington,DC,20037,38.9005324,-77.05075048,5,2,2,2,$629.00,,$100.00,3,1125,0
92%,76%,206,Washington,DC,20037,38.90170501,-77.04906666,5,2,2,3,$324.00,,$100.00,3,1125,5
90%,86%,1,Washington,DC,20052,38.89835087,-77.04653672,2,0,1,1,$90.00,,,7,1125,2
58%,51%,480,Washington,DC,20037,38.9054867,-77.05077416,4,2,2,2,$329.00,,$150.00,3,365,8
58%,51%,480,Washington,DC,20037,38.89991549,-77.05010634,4,2,2,2,$299.00,,$150.00,3,1125,3
58%,51%,480,Washington,DC,20037,38.90050988,-77.04864906,5,2,2,2,$349.00,,$150.00,4,365,10
N/A,100%,1,Washington,DC,20037,38.90332361,-77.05291279,3,0,1,1,$95.00,,,1,1125,0
32%,80%,8,Washington,DC,20037,38.89974698,-77.04847733,3,1,1,1,$189.00,$150.00,,6,30,22
92%,76%,206,Washington,DC,20037,38.90761191,-77.05013505,5,2,2,3,$324.00,,$100.00,3,1125,2
100%,0%,1,Washington,DC,20037,38.90671727,-77.04723186,4,0,1,1,$100.00,$500.00,$50.00,4,180,1
58%,51%,480,Washington,DC,20037,38.90706126,-77.05174663,4,2,2,2,$299.00,,$200.00,3,1125,2
100%,100%,1,Washington,DC,20037,38.90238733,-77.05419791,4,1,1,1,$215.00,$200.00,$65.00,2,5,0
58%,51%,480,Washington,DC,20037,38.90021407,-77.04977264,5,2,2,2,$319.00,,$150.00,4,365,10
58%,51%,480,Washington,DC,20037,38.90190717,-77.05132948,2,,1,1,$155.00,,$150.00,3,1125,6
58%,51%,480,Washington,DC,20037,38.90372899,-77.05140419,3,1,1,1,$209.00,,$150.00,5,730,3
58%,51%,480,Washington,DC,20037,38.90347071,-77.0501329,2,1,1,1,$249.00,,,4,730,0
58%,51%,480,Washington,DC,20037,38.90260876,-77.05105164,4,2,2,2,$329.00,,,4,365,0
100%,91%,3,Washington,DC,20006,38.89569095,-77.04413911,2,0,1,1,$99.00,,$55.00,1,1125,6
92%,76%,206,Washington,DC,20037,38.90023917,-77.05057273,5,2,2,3,$324.00,,$100.00,3,1125,2
100%,98%,3,Washington,DC,20037,38.90194119,-77.05394738,4,2,1,2,$168.00,,,2,29,0
100%,100%,1,Washington,DC,20037,38.90057476,-77.05316484,4,2,1.5,2,$215.00,$100.00,$50.00,2,1125,2
58%,51%,480,Washington,DC,20037,38.90394782,-77.05344085,2,0,1,1,$159.00,,$150.00,3,365,9
87%,70%,190,Washington,DC,20037,38.90773021,-77.0502154,5,2,2,2,$629.00,,$100.00,3,1125,0
87%,70%,190,Washington,DC,20037,38.90182659,-77.0500192,5,2,2,2,$629.00,,$100.00,3,1125,0
100%,100%,1,Washington,DC,20037,38.9038545,-77.05099892,2,1,1.5,1,$89.00,,,2,1125,1
84%,92%,3,Washington,DC,20037,38.90060936,-77.05088432,1,1,1,1,$36.00,,,1,1125,30
100%,100%,1,Washington,DC,20037,38.90297797,-77.05448186,2,0,1,1,$100.00,,,1,1125,0
100%,100%,1,Washington,DC,20037,38.89999306,-77.05475829,2,1,1,1,$115.00,,,1,5,10
58%,51%,480,Washington,DC,20037,38.90672394,-77.05326266,2,,1,1,$239.00,,,7,365,1
100%,100%,1,Washington,DC,20037,38.89991277,-77.0503698,1,1,1,1,$100.00,,,1,10,0
58%,51%,480,Washington,DC,20037,38.90381892,-77.05193436,3,1,1,1,$189.00,,$150.00,5,730,0
58%,51%,480,Washington,DC,20037,38.90410601,-77.05299101,2,0,1,1,$159.00,,$150.00,3,1125,2
100%,N/A,1,Washington,DC,20037,38.90085043,-77.05266212,1,1,1,1,$100.00,,,1,1125,0
52%,66%,1,Washington,DC,20037,38.90206292,-77.0524961,1,1,1,1,$100.00,,$10.00,1,1125,28
100%,79%,4,Washington,DC,20037,38.90259855,-77.05245698,2,1,1,1,$160.00,$600.00,$120.00,3,1000,6
60%,75%,1,Washington,DC,20037,38.90351481,-77.05256385,2,1,1.5,1,$130.00,,,1,1125,0
80%,100%,1,Washington,DC,20037,38.8988222,-77.05059017,4,1,1,2,$125.00,$500.00,$45.00,2,1125,24
100%,100%,2,Washington,DC,20037,38.90222043,-77.05480292,3,0,1,2,$115.00,,$60.00,2,1125,63
100%,86%,1,Washington,DC,20037,38.90185932,-77.05069461,4,1,1,2,$189.00,,,3,14,6
100%,83%,2,Washington,DC,20037,38.89793953,-77.05250117,4,1,1,2,$140.00,$500.00,$50.00,1,1125,0
N/A,N/A,1,Washington,DC,20037,38.90712559,-77.0521267,4,1,1,2,"$1,000.00",,,2,5,0
92%,77%,1,Washington,DC,20037,38.89937792,-77.05252032,3,1,1,2,$165.00,,,1,1125,19
100%,40%,1,Washington,DC,20006,38.89569259,-77.04625499,2,0,1,1,$115.00,$300.00,$30.00,2,26,4
58%,51%,480,Washington,DC,20037,38.90424447,-77.05277223,3,1,,1,$249.00,,,3,365,1
98%,94%,41,Washington,DC,20037,38.89987224,-77.04892644,2,1,1,1,$132.00,$400.00,$95.00,3,1125,1
70%,100%,1,Washington,DC,20036,38.90615267,-77.04710442,2,1,1,1,$189.00,,,1,1125,10
N/A,N/A,1,Washington,DC,20037,38.90783821,-77.04947588,1,1,1,1,$79.00,,,1,1125,0
58%,51%,480,Washington,DC,20037,38.90395284,-77.05082349,2,1,1,1,$239.00,,$150.00,3,365,1
100%,79%,4,Washington,DC,20037,38.90310082,-77.0519295,2,1,1,1,$150.00,$500.00,$100.00,7,1000,3
N/A,N/A,1,Washington,DC,20006,38.8998141,-77.04606129,3,0,1,2,$96.00,,$10.00,3,50,6
100%,70%,2,Washington,DC,20037,38.90245243,-77.0514705,2,1,1,1,$139.00,$150.00,$40.00,4,45,6
100%,92%,1,Washington,DC,20006,38.89637978,-77.0458851,2,0,1,1,$99.00,,$35.00,2,15,21
89%,97%,6,Washington,DC,20006,38.89744184,-77.04609776,1,1,1,1,$56.00,,$15.00,1,1125,0
58%,51%,480,Washington,DC,20037,38.90082041,-77.05295609,3,,1,1,$219.00,,,4,1125,0
100%,92%,5,Washington,DC,20037,38.90661024,-77.04860088,2,1,1,1,$295.00,,$100.00,25,1825,0
100%,79%,4,Washington,DC,20037,38.90305594,-77.0534016,1,0,1,1,$100.00,$500.00,$80.00,6,1000,6
80%,100%,6,Washington,DC,20037,38.899207,-77.04914147,3,0,1,1,$229.00,,$50.00,2,1125,0
100%,78%,2,Washington,DC,20037,38.89878714,-77.05286856,6,2,2,3,$300.00,$150.00,$150.00,1,1125,8
100%,100%,1,Washington,DC,20037,38.90147883,-77.05363783,2,0,1,1,$120.00,,$60.00,1,1125,6
90%,30%,2,Washington,DC,20006,38.89732223,-77.04575636,2,0,1,1,$105.00,,$25.00,3,1125,10
100%,75%,1,Washington,DC,20037,38.90067624,-77.05074664,2,0,1,1,$108.00,,$12.00,2,1125,6
89%,97%,6,Washington,DC,20006,38.89624712,-77.04598745,4,0,1,2,$118.00,,$25.00,1,1125,5
100%,78%,2,Washington,DC,20037,38.89961268,-77.05292721,6,3,2,3,$310.00,$150.00,$150.00,1,1125,18
100%,70%,4,Washington,DC,20037,38.90375804,-77.05533026,4,1,1,1,$100.00,,$50.00,1,1125,12
100%,100%,1,Washington,DC,20037,38.90629348,-77.05405038,6,2,2,2,$188.00,$200.00,$175.00,1,9999999,3
N/A,N/A,2,Washington,DC,20037,38.8996322,-77.05269956,1,1,1,1,$65.00,,,7,1125,0
100%,100%,1,Washington,DC,20006,38.89644825,-77.04712776,4,0,1,2,$116.00,$200.00,$45.00,1,3,25
100%,50%,1,Washington,DC,20037,38.90203616,-77.05332528,3,1,1,1,$149.00,,$40.00,1,1125,1
100%,80%,1,Washington,DC,20037,38.90439909,-77.05003214,2,1,1,1,$150.00,$300.00,$30.00,2,1125,9
100%,83%,2,Washington,DC,20037,38.89886673,-77.05098593,2,1,1,1,$70.00,$150.00,$25.00,1,1125,0
100%,100%,1,Washington,DC,20037,38.90467847,-77.05414312,2,1,1,1,$130.00,$150.00,$35.00,5,10,2
100%,94%,7,Washington,DC,20037,38.8997439,-77.04306753,1,0,1,1,$95.00,,$50.00,5,600,21
N/A,N/A,1,Washington,DC,20006,38.89717885,-77.04667433,3,0,1,2,$165.00,,$60.00,7,18,0
58%,51%,480,Washington,DC,20037,38.90263308,-77.05235677,2,1,1,1,$155.00,,$150.00,4,1125,4
92%,76%,206,Washington,DC,20037,38.89987204,-77.05049222,5,2,2,3,$324.00,,$100.00,3,1125,5
100%,98%,2,Washington,DC,20037,38.90425589,-77.0496751,2,0,1,1,$150.00,,$40.00,2,1125,52
90%,50%,1,Washington,DC,20037,38.90196993,-77.05506257,2,1,1,1,$109.00,,$30.00,2,1125,0
100%,50%,2,Washington,DC,20006,38.89800526,-77.04680215,2,1,1,1,$110.00,,,2,7,0
92%,76%,206,Washington,DC,20037,38.90653469,-77.04909677,5,2,2,3,$324.00,,$100.00,3,1125,0
84%,92%,3,Washington,DC,20037,38.89919868,-77.05195226,2,1,1,1,$60.00,,$5.00,2,1125,10
80%,100%,2,Washington,DC,20037,38.90675799,-77.04829947,2,0,1,1,$160.00,$200.00,$50.00,3,1125,11
100%,100%,1,Washington,DC,20036,38.90635418,-77.04766946,3,0,1,2,$95.00,,$30.00,1,1125,3
50%,100%,1,Washington,DC,20037,38.90316907,-77.05006929,3,0,1,1,$128.00,,$50.00,2,1125,2
100%,100%,1,Washington,DC,20037,38.90162362,-77.05327966,1,1,1,1,$50.00,$250.00,$50.00,1,365,2
N/A,N/A,2,Washington,DC,20037,38.89839545,-77.05386028,6,3,2.5,6,$75.00,$150.00,,7,7,0
91%,100%,1,Washington,DC,20006,38.89702733,-77.04570241,2,1,1,1,$135.00,,$65.00,3,1125,1
58%,51%,480,Washington,DC,20037,38.90756556,-77.05383493,3,1,1,1,$249.00,,,4,365,0
100%,100%,1,Washington,DC,20037,38.90338367,-77.05424167,2,1,1,1,$120.00,,$50.00,1,10,0
90%,75%,1,Washington,DC,20037,38.90019769,-77.0553944,5,1,1,1,$179.00,,$100.00,3,12,13
89%,97%,6,Washington,DC,20006,38.90047946,-77.05184502,1,1,1,1,$53.00,,$15.00,1,1125,1
100%,70%,4,Washington,DC,20037,38.90091059,-77.05182531,2,0,1,1,$115.00,,$50.00,1,1125,63
89%,97%,6,Washington,DC,20006,38.89785026,-77.04559615,1,1,1,1,$70.00,,$25.00,7,1125,0
99%,96%,32,Washington,DC,20037,38.90737082,-77.04744018,4,1,1,2,$159.00,$200.00,$75.00,4,365,33
58%,51%,480,Washington,DC,20037,38.90405396,-77.05199143,2,1,1,1,$209.00,,$150.00,4,730,2
90%,100%,1,Washington,DC,20019,38.89684221,-76.94793506,3,1,1,2,$50.00,,$50.00,2,1125,3
N/A,N/A,1,Washington,DC,20019,38.9031062,-76.94966454,2,1,1,1,$175.00,,,1,30,1
70%,N/A,1,Washington,DC,20019,38.89552451,-76.94771711,3,1,1,2,$130.00,$200.00,$15.00,1,1125,14
50%,N/A,1,Washington,DC,20019,38.89913953,-76.94495172,9,5,2.5,5,$329.00,$175.00,$185.00,3,1125,0
100%,100%,1,Washington,DC,20019,38.90263888,-76.95061161,1,1,1,1,$64.00,,,1,1125,4
80%,100%,1,Washington,DC,20019,38.89621389,-76.94969458,2,1,1,1,$70.00,,$25.00,1,1125,2
100%,100%,1,Washington,DC,20019,38.89805741,-76.94403563,2,1,1,1,$80.00,,,3,730,77
N/A,N/A,1,Washington,DC,20019,38.89641423,-76.91678754,5,3,2,3,$800.00,,,1,1125,0
96%,100%,2,Washington,DC,20019,38.89820447,-76.91865385,4,1,1,1,$41.00,,$20.00,1,1125,1
57%,100%,4,Washington,DC,20019,38.89377357,-76.913137,2,1,1,1,$55.00,$100.00,$50.00,2,1365,0
57%,100%,4,Washington,DC,20019,38.8916763,-76.91338447,4,1,1,1,$65.00,$100.00,$90.00,1,1095,1
96%,100%,2,Washington,DC,20019,38.89964459,-76.92045298,3,1,1,1,$42.00,,$20.00,1,1125,3
57%,100%,4,Washington,DC,20019,38.89230032,-76.91462309,6,1,2.5,4,$60.00,$100.00,$40.00,1,1125,0
N/A,N/A,1,Washington,DC,20019,38.90713808,-76.93017291,2,1,1,1,$39.00,,$35.00,2,1125,0
N/A,N/A,1,Washington,DC,20009,38.91015571,-77.03312424,6,2,2,2,$300.00,,,2,1125,2
N/A,N/A,1,Washington,DC,20001,38.90888574,-77.02312651,2,1,1,1,$100.00,,,2,1125,0
100%,100%,2,Washington,DC,20001,38.91093926,-77.01999494,1,1,1.5,1,$60.00,,,2,1125,9
97%,100%,6,Washington,DC,20001,38.90830896,-77.02363786,6,2,1,3,$140.00,$400.00,$75.00,4,90,53
100%,100%,1,"Washington, D.C.",DC,20001,38.91013843,-77.02908112,2,1,1,1,$95.00,,$20.00,2,1125,53
N/A,N/A,1,Washington,DC,20001,38.90857624,-77.02408374,2,1,1,1,$150.00,,$30.00,1,1125,0
100%,85%,1,Washington,DC,20005,38.90768582,-77.03190711,2,1,1,1,$214.00,$100.00,$150.00,1,1125,16
100%,100%,2,Washington,DC,20001,38.90911532,-77.02285179,4,1,1,2,$129.00,,$30.00,2,1125,362
100%,100%,1,Washington,DC,20001,38.90989313,-77.02176132,2,0,1,1,$100.00,,,1,1125,0
93%,80%,2,Washington,DC,20001,38.91404957,-77.0244446,2,1,1.5,1,$120.00,,,1,1125,13
90%,50%,1,Washington,DC,20009,38.91036326,-77.0345188,4,2,1.5,2,$399.00,,$100.00,1,1125,27
100%,100%,2,Washington,DC,20001,38.90614583,-77.0162255,2,1,1,1,$84.00,,$25.00,3,21,36
100%,100%,1,Washington,DC,20001,38.9106259,-77.02294072,2,1,1,1,$110.00,,$50.00,2,1125,6
75%,100%,1,Washington,DC,20001,38.90570363,-77.02505567,5,2,2,2,$200.00,,$50.00,2,1125,0
90%,89%,1,Washington,DC,20005,38.90775278,-77.03067213,4,0,1,2,$120.00,$250.00,$50.00,1,1125,9
80%,69%,2,Washington,DC,20001,38.90929315,-77.02544806,2,1,1,1,$83.00,,$65.00,1,1125,6
93%,96%,2,Washington,DC,20001,38.91024247,-77.02339976,6,1,1,3,$79.00,,,1,365,117
91%,69%,8,Washington,DC,20005,38.90965955,-77.03346994,7,4,2,4,$299.00,,$150.00,1,1125,2
92%,76%,206,Washington,DC,20005,38.90927192,-77.03246799,3,1,1,2,$207.00,,$100.00,3,1125,2
100%,33%,1,Washington,DC,20005,38.90577194,-77.03042972,2,1,1,1,$55.00,$250.00,,2,1125,19
100%,100%,1,Washington,DC,20001,38.91388963,-77.01971981,2,1,1,1,$85.00,,,2,7,102
100%,67%,1,Washington,DC,20001,38.90665931,-77.0270465,2,1,1,1,$135.00,,$20.00,3,1125,5
90%,88%,1,Washington,DC,20001,38.9100175,-77.02270225,3,1,1,1,$100.00,,$30.00,1,1125,7
79%,72%,3,Washington,DC,20001,38.91050902,-77.02523025,4,1,1,1,$70.00,$250.00,$80.00,2,365,6
100%,60%,1,Washington,DC,20005,38.90783926,-77.03445754,3,0,1,1,$100.00,,,1,8,2
67%,0%,1,Washington,DC,20001,38.90602201,-77.01825051,4,2,2,2,$230.00,,$60.00,3,29,29
N/A,N/A,1,Washington,DC,20009,38.91202643,-77.02990048,2,1,2,3,$140.00,,$10.00,1,1125,6
50%,N/A,1,Washington,DC,20001,38.91104362,-77.0227097,6,3,2,3,$495.00,"$1,000.00",$200.00,2,1125,11
N/A,N/A,1,Washington,DC,20001,38.90967716,-77.02168333,2,1,1,1,$115.00,,$20.00,1,1125,1
N/A,N/A,1,Washington,DC,20005,38.90684995,-77.03070602,1,1,1,1,$65.00,,,1,1125,0
100%,82%,1,Washington,DC,20005,38.90729541,-77.03455481,2,0,1,1,$115.00,,,3,14,72
100%,100%,1,Washington,DC,20001,38.91222718,-77.02027632,2,1,1,1,$99.00,$100.00,$25.00,1,1125,2
80%,71%,1,Washington,DC,20005,38.9078935,-77.03312023,2,0,1,1,$158.00,,,2,1125,22
100%,100%,2,Washington,DC,20001,38.90726744,-77.01582024,10,4,4.5,5,$399.00,"$1,000.00",$130.00,2,1125,0
N/A,N/A,1,Washington,DC,20005,38.90904651,-77.02818825,2,1,1.5,1,$150.00,,,1,1125,0
58%,51%,480,Washington,DC,20005,38.90635218,-77.03271243,4,2,2,2,$289.00,,,7,730,1
100%,100%,1,Washington,DC,20001,38.90967862,-77.0274745,4,2,1,2,$150.00,$100.00,$75.00,2,14,43
67%,N/A,1,Washington,DC,20009,38.91229878,-77.03084091,2,1,1,1,$350.00,,$25.00,5,14,3
92%,76%,206,Washington,DC,20005,38.90616743,-77.03103875,5,2,2,3,$298.00,,$100.00,3,1125,2
67%,50%,1,Washington,DC,20001,38.90706399,-77.02522177,1,1,1,1,$70.00,,$20.00,1,1125,2
40%,71%,2,Washington,DC,20001,38.91073847,-77.02304381,2,1,1,1,$130.00,$200.00,,2,1125,4
70%,100%,1,Washington,DC,20001,38.90880199,-77.02496268,2,1,1,1,$100.00,,,3,1125,22
100%,100%,1,Washington,DC,20005,38.90804616,-77.03328531,2,1,1,1,$125.00,,,3,10,12
100%,100%,1,Washington,DC,20005,38.90713448,-77.03298883,3,1,1,2,$150.00,,$15.00,2,1125,7
N/A,N/A,1,Washington,DC,20009,38.91227316,-77.03041197,1,1,1,1,$95.00,,,1,1125,0
100%,95%,5,Washington,DC,20001,38.91052211,-77.02295648,3,1,1,2,$130.00,,$30.00,3,1125,44
N/A,N/A,1,Washington,DC,20005,38.9103163,-77.03347525,3,1,1,1,$250.00,,,2,1125,0
100%,N/A,1,Washington,DC,20009,38.913389,-77.03315767,4,1,1,1,$175.00,,,1,1125,0
100%,N/A,1,Washington,DC,20005,38.90912044,-77.03341726,2,1,1,1,$69.00,$250.00,$80.00,14,28,2
70%,90%,1,Washington,DC,20005,38.90969402,-77.03344534,2,1,1,1,$175.00,,,1,1125,4
